Date,Price,STH Supply,Log Price,Log Supply,Normalized Ratio,STH Supply Percentage
2020-09-14,10662.719912332,4394879,4.027868001336414,0.6429469225598015,-0.6812,23.77%
2020-09-15,10779.3810249562,4405220,4.032593823451476,0.6439676022827295,-0.6849,23.82%
2020-09-16,10968.3205465809,4426499,4.04014013412072,0.6460603704432424,-0.6904,23.94%
2020-09-17,10936.2927505552,4433152,4.038870127222622,0.6467126222602059,-0.6885,23.97%
2020-09-18,10920.1128439509,4443920,4.038227126212306,0.647766232115977,-0.6868,24.03%
2020-09-19,11073.7795478083,4457148,4.044295873508283,0.6490570551129144,-0.6915,24.10%
2020-09-20,10921.2180998247,4464449,4.038271080175435,0.649767866130314,-0.6848,24.14%
2020-09-21,10455.3799623027,4469357,4.019339820274964,0.6502450463000244,-0.6654,24.16%
2020-09-22,10519.8391641146,4495021,4.022009100020051,0.6527317250264926,-0.6656,24.30%
2020-09-23,10233.2995687317,4498332,4.010015687812472,0.6530515054453306,-0.6533,24.32%
2020-09-24,10739.0427094097,4501403,4.0309655695804425,0.6533478960403183,-0.6739,24.33%
2020-09-25,10683.6305806546,4503132,4.028718862543179,0.653514677593933,-0.6715,24.34%
2020-09-26,10742.0304202221,4498293,4.031086377914354,0.6530477401478342,-0.6743,24.31%
2020-09-27,10758.8242899474,4504361,4.031764814798192,0.6536331895753625,-0.6744,24.35%
2020-09-28,10727.3750541204,4502759,4.030493464838636,0.6534787029542571,-0.6733,24.34%
2020-09-29,10841.1427444769,4524534,4.035075062780159,0.6555738561047053,-0.6758,24.45%
2020-09-30,10772.351766803,4538316,4.032310526682204,0.656894732244886,-0.6717,24.53%
2020-10-01,10606.6173325541,4462931,4.025576900579962,0.6496201723993688,-0.6723,24.12%
2020-10-02,10570.1056777908,4437218,4.02407932931802,0.6471107660776776,-0.6733,23.98%
2020-10-03,10555.7054339567,4411596,4.023487262355882,0.6445957342748961,-0.6752,23.84%
2020-10-04,10665.618622443,4409863,4.027986050270375,0.6444250975702828,-0.6799,23.83%
