date,price,sma200d,mayerMultiple
2014-06-14,575.56,644.77,0.8927
2014-06-15,589.72,642.91,0.9173
2014-06-16,590.57,640.82,0.9216
2014-06-17,609.08,638.22,0.9543
2014-06-18,607.63,635.67,0.9559
2014-06-19,595.75,633.82,0.9399
2014-06-20,591.53,631.58,0.9366
2014-06-21,592.76,629.27,0.9420
2014-06-22,599.63,626.59,0.9570
2014-06-23,589.55,624.41,0.9442
2014-06-24,579.97,623.18,0.9307
2014-06-25,562.24,622.47,0.9032
2014-06-26,580.75,621.46,0.9345
2014-06-27,600.64,619.98,0.9688
2014-06-28,594.39,618.07,0.9617
2014-06-29,600.84,616.70,0.9743
2014-06-30,638.95,615.52,1.0381
2014-07-01,642.96,614.34,1.0466
2014-07-02,651.30,613.34,1.0619
2014-07-03,646.41,612.25,1.0558
2014-07-04,630.64,612.01,1.0304
2014-07-05,630.47,611.75,1.0306
2014-07-06,634.67,612.29,1.0366
2014-07-07,622.85,611.98,1.0178
2014-07-08,624.89,612.10,1.0209
2014-07-09,621.94,612.23,1.0159
2014-07-10,616.52,612.24,1.0070
2014-07-11,634.49,612.12,1.0366
2014-07-12,636.92,612.05,1.0406
2014-07-13,629.88,611.81,1.0295
2014-07-14,619.20,611.15,1.0132
2014-07-15,621.93,610.65,1.0185
2014-07-16,616.35,610.15,1.0102
2014-07-17,624.26,609.64,1.0240
2014-07-18,630.75,609.11,1.0355
2014-07-19,629.17,608.61,1.0338
2014-07-20,625.25,607.97,1.0284
2014-07-21,621.31,607.16,1.0233
2014-07-22,619.82,606.22,1.0224
2014-07-23,619.77,605.18,1.0241
2014-07-24,602.88,603.68,0.9987
2014-07-25,601.58,602.11,0.9991
2014-07-26,594.70,601.07,0.9894
2014-07-27,591.58,599.92,0.9861
2014-07-28,587.49,598.70,0.9813
2014-07-29,584.11,597.36,0.9778
2014-07-30,562.91,595.73,0.9449
2014-07-31,581.98,594.41,0.9791
2014-08-01,596.51,593.28,1.0054
2014-08-02,589.76,592.15,0.9960
2014-08-03,586.75,590.88,0.9930
2014-08-04,587.61,589.74,0.9964
2014-08-05,581.88,588.68,0.9884
2014-08-06,582.25,587.54,0.9910
2014-08-07,586.05,586.28,0.9996
2014-08-08,589.02,585.08,1.0067
2014-08-09,588.98,583.91,1.0087
2014-08-10,589.37,582.76,1.0113
2014-08-11,573.44,581.57,0.9860
2014-08-12,568.31,580.51,0.9790
2014-08-13,548.37,579.23,0.9467
2014-08-14,505.11,577.68,0.8744
2014-08-15,500.32,576.47,0.8679
2014-08-16,521.75,575.13,0.9072
2014-08-17,497.76,573.65,0.8677
2014-08-18,468.96,572.00,0.8199
2014-08-19,486.79,570.42,0.8534
2014-08-20,515.12,568.93,0.9054
2014-08-21,519.31,567.45,0.9152
2014-08-22,516.16,566.00,0.9119
2014-08-23,497.13,564.48,0.8807
2014-08-24,508.43,563.10,0.9029
2014-08-25,501.61,561.79,0.8929
2014-08-26,511.85,560.79,0.9127
2014-08-27,510.16,559.95,0.9111
2014-08-28,506.29,559.05,0.9056
2014-08-29,508.87,558.17,0.9117
2014-08-30,501.28,557.31,0.8995
2014-08-31,478.51,556.44,0.8600
2014-09-01,474.54,555.74,0.8539
2014-09-02,474.43,554.77,0.8552
2014-09-03,473.96,553.87,0.8557
2014-09-04,489.56,553.20,0.8849
2014-09-05,478.75,552.44,0.8666
2014-09-06,480.64,551.71,0.8712
2014-09-07,478.37,550.98,0.8682
2014-09-08,468.98,550.51,0.8519
2014-09-09,473.51,549.97,0.8610
2014-09-10,477.78,549.33,0.8698
2014-09-11,477.27,548.66,0.8699
2014-09-12,474.00,548.32,0.8645
2014-09-13,477.96,548.04,0.8721
2014-09-14,475.65,547.48,0.8688
2014-09-15,472.66,546.92,0.8642
2014-09-16,464.18,546.48,0.8494
2014-09-17,456.34,545.93,0.8359
2014-09-18,426.88,545.27,0.7829
2014-09-19,393.89,543.86,0.7243
2014-09-20,411.04,542.54,0.7576
2014-09-21,400.40,541.19,0.7399
2014-09-22,400.88,539.85,0.7426
2014-09-23,438.49,538.89,0.8137
2014-09-24,423.70,537.90,0.7877
2014-09-25,409.54,536.74,0.7630
2014-09-26,405.30,535.63,0.7567
2014-09-27,400.60,534.46,0.7495
2014-09-28,375.55,533.17,0.7044
2014-09-29,373.06,531.82,0.7015
2014-09-30,389.26,530.62,0.7336
2014-10-01,382.91,529.35,0.7234
2014-10-02,372.53,528.05,0.7055
2014-10-03,357.67,526.72,0.6790
2014-10-04,328.83,525.29,0.6260
2014-10-05,322.83,523.86,0.6163
2014-10-06,326.80,522.56,0.6254
2014-10-07,333.57,521.38,0.6398
2014-10-08,354.41,520.32,0.6811
2014-10-09,361.72,519.34,0.6965
2014-10-10,358.89,518.21,0.6926
2014-10-11,361.91,517.10,0.6999
2014-10-12,377.87,516.09,0.7322
2014-10-13,391.99,515.63,0.7602
2014-10-14,400.88,515.15,0.7782
2014-10-15,394.63,514.67,0.7668
2014-10-16,382.32,514.29,0.7434
2014-10-17,382.20,513.92,0.7437
2014-10-18,391.29,513.48,0.7620
2014-10-19,388.68,513.23,0.7573
2014-10-20,381.19,512.89,0.7432
2014-10-21,385.20,512.57,0.7515
2014-10-22,380.78,512.16,0.7435
2014-10-23,357.34,511.66,0.6984
2014-10-24,357.49,511.20,0.6993
2014-10-25,345.81,510.67,0.6772
2014-10-26,353.08,510.22,0.6920
2014-10-27,350.02,510.13,0.6861
2014-10-28,354.65,509.80,0.6957
2014-10-29,333.60,509.34,0.6550
2014-10-30,344.61,508.99,0.6771
2014-10-31,337.18,508.37,0.6633
2014-11-01,324.37,507.38,0.6393
2014-11-02,324.25,506.34,0.6404
2014-11-03,325.36,505.47,0.6437
2014-11-04,329.66,504.70,0.6532
2014-11-05,338.81,503.88,0.6724
2014-11-06,349.69,503.12,0.6950
2014-11-07,342.13,502.34,0.6811
2014-11-08,345.72,501.62,0.6892
2014-11-09,363.61,500.98,0.7258
2014-11-10,365.50,500.29,0.7306
2014-11-11,367.83,499.80,0.7359
2014-11-12,422.59,499.62,0.8458
2014-11-13,421.91,499.53,0.8446
2014-11-14,398.39,499.32,0.7979
2014-11-15,377.99,498.97,0.7575
2014-11-16,390.21,498.68,0.7825
2014-11-17,387.50,498.31,0.7776
2014-11-18,373.86,497.92,0.7509
2014-11-19,377.61,497.61,0.7588
2014-11-20,356.18,497.21,0.7164
2014-11-21,350.75,496.80,0.7060
2014-11-22,352.46,496.42,0.7100
2014-11-23,367.77,496.04,0.7414
2014-11-24,376.99,495.73,0.7605
2014-11-25,376.76,495.35,0.7606
2014-11-26,367.53,494.90,0.7426
2014-11-27,369.53,494.55,0.7472
2014-11-28,377.90,494.24,0.7646
2014-11-29,376.08,493.92,0.7614
2014-11-30,378.69,493.59,0.7672
2014-12-01,379.11,493.25,0.7686
2014-12-02,382.95,492.92,0.7769
2014-12-03,375.92,492.56,0.7632
2014-12-04,368.85,492.16,0.7494
2014-12-05,378.43,491.82,0.7694
2014-12-06,375.14,491.24,0.7636
2014-12-07,376.64,490.66,0.7676
2014-12-08,363.22,489.84,0.7415
2014-12-09,351.11,488.98,0.7180
2014-12-10,347.88,488.08,0.7128
2014-12-11,348.59,486.95,0.7159
2014-12-12,353.19,485.80,0.7270
2014-12-13,349.24,484.67,0.7206
2014-12-14,356.08,483.56,0.7364
2014-12-15,347.10,482.44,0.7195
2014-12-16,328.61,480.98,0.6832
2014-12-17,320.30,479.44,0.6681
2014-12-18,313.51,477.86,0.6561
2014-12-19,318.24,476.13,0.6684
2014-12-20,330.07,474.42,0.6957
2014-12-21,320.99,472.81,0.6789
2014-12-22,331.84,471.16,0.7043
2014-12-23,336.08,469.59,0.7157
2014-12-24,323.03,467.92,0.6904
2014-12-25,319.00,466.22,0.6842
2014-12-26,329.21,464.63,0.7085
2014-12-27,315.97,462.95,0.6825
2014-12-28,317.01,461.38,0.6871
2014-12-29,313.07,459.99,0.6806
2014-12-30,310.44,458.55,0.6770
2014-12-31,320.66,457.28,0.7012
2015-01-01,314.78,455.90,0.6904
2015-01-02,315.94,454.53,0.6951
2015-01-03,285.65,452.91,0.6307
2015-01-04,263.33,451.19,0.5836
2015-01-05,275.00,449.59,0.6117
2015-01-06,287.55,448.07,0.6418
2015-01-07,297.54,446.59,0.6662
2015-01-08,284.34,445.02,0.6389
2015-01-09,292.50,443.53,0.6595
2015-01-10,276.23,442.01,0.6249
2015-01-11,268.76,440.55,0.6101
2015-01-12,268.62,438.98,0.6119
2015-01-13,224.11,437.10,0.5127
2015-01-14,175.64,435.01,0.4038
2015-01-15,212.34,433.07,0.4903
2015-01-16,207.60,430.91,0.4818
2015-01-17,199.82,428.69,0.4661
2015-01-18,211.13,426.49,0.4950
2015-01-19,216.89,424.34,0.5111
2015-01-20,211.92,422.25,0.5019
2015-01-21,227.90,420.24,0.5423
2015-01-22,233.65,418.23,0.5587
2015-01-23,233.13,416.28,0.5600
2015-01-24,249.08,414.41,0.6011
2015-01-25,254.52,412.57,0.6169
2015-01-26,273.95,410.86,0.6668
2015-01-27,264.75,409.01,0.6473
2015-01-28,235.74,407.00,0.5792
2015-01-29,233.96,405.02,0.5776
2015-01-30,228.90,403.07,0.5679
2015-01-31,217.33,401.05,0.5419
2015-02-01,227.11,399.10,0.5691
2015-02-02,240.09,397.18,0.6045
2015-02-03,227.78,395.16,0.5764
2015-02-04,226.78,393.15,0.5768
2015-02-05,217.01,391.11,0.5549
2015-02-06,222.72,389.12,0.5724
2015-02-07,228.65,387.16,0.5906
2015-02-08,224.04,385.18,0.5816
2015-02-09,220.77,383.27,0.5760
2015-02-10,220.89,381.37,0.5792
2015-02-11,219.50,379.49,0.5784
2015-02-12,222.58,377.65,0.5894
2015-02-13,236.56,375.89,0.6293
2015-02-14,257.63,374.26,0.6884
2015-02-15,234.45,372.62,0.6292
2015-02-16,235.09,370.89,0.6339
2015-02-17,243.91,369.12,0.6608
2015-02-18,236.00,367.35,0.6424
2015-02-19,241.87,365.63,0.6615
2015-02-20,245.53,363.92,0.6747
2015-02-21,245.60,362.24,0.6780
2015-02-22,236.69,360.51,0.6565
2015-02-23,239.07,358.77,0.6663
2015-02-24,239.87,357.03,0.6718
2015-02-25,238.24,355.28,0.6706
2015-02-26,237.04,353.51,0.6705
2015-02-27,255.12,351.92,0.7249
2015-02-28,254.95,350.36,0.7277
2015-03-01,260.65,348.92,0.7470
2015-03-02,276.32,347.77,0.7945
2015-03-03,282.71,346.68,0.8155
2015-03-04,273.45,345.44,0.7916
2015-03-05,276.27,344.34,0.8023
2015-03-06,273.32,343.36,0.7960
2015-03-07,276.40,342.31,0.8075
2015-03-08,275.34,341.11,0.8072
2015-03-09,290.13,339.96,0.8534
2015-03-10,292.32,338.84,0.8627
2015-03-11,296.69,337.84,0.8782
2015-03-12,295.80,336.78,0.8783
2015-03-13,285.91,335.70,0.8517
2015-03-14,283.61,334.56,0.8477
2015-03-15,287.27,333.44,0.8615
2015-03-16,291.39,332.37,0.8767
2015-03-17,285.25,331.25,0.8611
2015-03-18,257.29,330.03,0.7796
2015-03-19,262.09,328.95,0.7968
2015-03-20,262.97,327.89,0.8020
2015-03-21,261.18,326.82,0.7992
2015-03-22,268.90,325.80,0.8254
2015-03-23,266.78,324.68,0.8217
2015-03-24,246.84,323.52,0.7630
2015-03-25,246.72,322.35,0.7654
2015-03-26,249.53,321.21,0.7769
2015-03-27,247.38,320.10,0.7728
2015-03-28,253.23,319.00,0.7938
2015-03-29,242.97,317.83,0.7645
2015-03-30,248.34,316.68,0.7842
2015-03-31,244.71,315.54,0.7755
2015-04-01,247.19,314.38,0.7863
2015-04-02,253.63,313.27,0.8096
2015-04-03,254.83,312.18,0.8163
2015-04-04,253.95,311.13,0.8162
2015-04-05,261.11,310.16,0.8419
2015-04-06,256.37,309.30,0.8289
2015-04-07,254.83,308.61,0.8257
2015-04-08,245.83,307.78,0.7987
2015-04-09,243.86,307.00,0.7943
2015-04-10,235.87,306.17,0.7704
2015-04-11,237.41,305.17,0.7780
2015-04-12,237.14,304.24,0.7795
2015-04-13,225.51,303.32,0.7435
2015-04-14,219.76,302.39,0.7267
2015-04-15,223.31,301.50,0.7407
2015-04-16,228.49,300.77,0.7597
2015-04-17,222.79,300.01,0.7426
2015-04-18,223.40,299.19,0.7467
2015-04-19,223.28,298.39,0.7483
2015-04-20,224.89,297.65,0.7556
2015-04-21,234.94,297.04,0.7909
2015-04-22,233.82,296.56,0.7884
2015-04-23,235.93,296.13,0.7967
2015-04-24,231.46,295.65,0.7829
2015-04-25,226.45,295.11,0.7673
2015-04-26,220.50,294.44,0.7489
2015-04-27,227.33,293.77,0.7738
2015-04-28,225.55,293.11,0.7695
2015-04-29,225.67,292.42,0.7717
2015-04-30,236.33,291.72,0.8101
2015-05-01,232.75,290.92,0.8000
2015-05-02,235.54,290.09,0.8119
2015-05-03,240.46,289.32,0.8311
2015-05-04,238.98,288.61,0.8280
2015-05-05,236.02,287.88,0.8199
2015-05-06,229.48,287.07,0.7994
2015-05-07,237.13,286.31,0.8282
2015-05-08,244.38,285.62,0.8556
2015-05-09,242.71,284.91,0.8519
2015-05-10,240.73,284.21,0.8470
2015-05-11,242.25,283.64,0.8541
2015-05-12,242.21,283.06,0.8557
2015-05-13,236.55,282.51,0.8373
2015-05-14,236.95,281.93,0.8404
2015-05-15,237.48,281.37,0.8440
2015-05-16,235.81,280.78,0.8399
2015-05-17,236.96,280.29,0.8454
2015-05-18,232.88,279.73,0.8325
2015-05-19,231.97,279.21,0.8308
2015-05-20,234.19,278.76,0.8401
2015-05-21,235.55,278.31,0.8464
2015-05-22,240.32,277.89,0.8648
2015-05-23,238.96,277.44,0.8613
2015-05-24,240.71,276.94,0.8692
2015-05-25,237.00,276.38,0.8575
2015-05-26,236.80,275.85,0.8584
2015-05-27,237.20,275.31,0.8616
2015-05-28,236.96,274.68,0.8627
2015-05-29,236.65,274.03,0.8636
2015-05-30,232.79,273.36,0.8516
2015-05-31,229.45,272.39,0.8423
2015-06-01,223.28,271.40,0.8227
2015-06-02,225.32,270.54,0.8329
2015-06-03,225.21,269.77,0.8348
2015-06-04,223.54,268.94,0.8312
2015-06-05,224.73,268.12,0.8382
2015-06-06,225.16,267.38,0.8421
2015-06-07,223.41,266.61,0.8380
2015-06-08,228.77,265.97,0.8601
2015-06-09,229.37,265.37,0.8644
2015-06-10,228.59,264.75,0.8634
2015-06-11,229.58,264.06,0.8695
2015-06-12,229.81,263.32,0.8727
2015-06-13,233.02,262.60,0.8873
2015-06-14,232.51,261.93,0.8877
2015-06-15,236.79,261.26,0.9063
2015-06-16,251.43,260.63,0.9647
2015-06-17,247.97,259.99,0.9538
2015-06-18,249.01,259.34,0.9602
2015-06-19,244.80,258.67,0.9464
2015-06-20,245.58,257.98,0.9519
2015-06-21,244.30,257.32,0.9494
2015-06-22,247.02,256.71,0.9622
2015-06-23,244.18,256.04,0.9537
2015-06-24,240.45,255.37,0.9416
2015-06-25,242.35,254.70,0.9515
2015-06-26,242.97,254.10,0.9562
2015-06-27,251.53,253.60,0.9918
2015-06-28,249.06,253.11,0.9840
2015-06-29,256.65,252.65,1.0158
2015-06-30,263.85,252.20,1.0462
2015-07-01,258.04,251.74,1.0250
2015-07-02,254.75,251.24,1.0140
2015-07-03,256.09,250.78,1.0212
2015-07-04,260.51,250.44,1.0402
2015-07-05,271.30,250.20,1.0844
2015-07-06,269.14,249.97,1.0767
2015-07-07,266.47,249.72,1.0671
2015-07-08,270.58,249.42,1.0848
2015-07-09,269.68,249.16,1.0824
2015-07-10,285.56,248.93,1.1471
2015-07-11,293.92,248.72,1.1817
2015-07-12,311.48,248.66,1.2526
2015-07-13,292.65,248.53,1.1775
2015-07-14,287.74,248.32,1.1587
2015-07-15,285.92,248.17,1.1521
2015-07-16,278.53,247.98,1.1232
2015-07-17,280.06,247.81,1.1301
2015-07-18,277.35,247.65,1.1199
2015-07-19,275.28,247.42,1.1126
2015-07-20,279.11,247.24,1.1289
2015-07-21,276.65,247.05,1.1198
2015-07-22,277.76,247.01,1.1245
2015-07-23,276.81,247.08,1.1204
2015-07-24,289.31,247.15,1.1706
2015-07-25,289.51,247.16,1.1714
2015-07-26,293.31,247.14,1.1869
2015-07-27,294.43,247.19,1.1911
2015-07-28,295.41,247.20,1.1950
2015-07-29,289.86,247.27,1.1722
2015-07-30,288.24,247.37,1.1652
2015-07-31,284.60,247.45,1.1501
2015-08-01,281.67,247.73,1.1370
2015-08-02,282.42,248.27,1.1376
2015-08-03,282.19,248.62,1.1350
2015-08-04,285.29,249.01,1.1457
2015-08-05,282.34,249.42,1.1320
2015-08-06,279.00,249.76,1.1171
2015-08-07,279.49,250.07,1.1176
2015-08-08,261.45,250.32,1.0445
2015-08-09,266.34,250.51,1.0632
2015-08-10,264.93,250.67,1.0569
2015-08-11,271.42,250.86,1.0820
2015-08-12,268.14,250.95,1.0685
2015-08-13,264.69,251.00,1.0545
2015-08-14,266.36,250.97,1.0613
2015-08-15,261.94,250.95,1.0438
2015-08-16,258.93,251.07,1.0313
2015-08-17,258.01,251.19,1.0272
2015-08-18,217.89,251.13,0.8676
2015-08-19,227.22,251.18,0.9046
2015-08-20,235.52,251.22,0.9375
2015-08-21,232.80,251.19,0.9268
2015-08-22,230.64,251.20,0.9181
2015-08-23,228.67,251.21,0.9103
2015-08-24,211.96,251.19,0.8438
2015-08-25,222.66,251.19,0.8864
2015-08-26,226.12,251.17,0.9002
2015-08-27,224.94,251.18,0.8955
2015-08-28,232.17,251.24,0.9241
2015-08-29,229.83,251.28,0.9146
2015-08-30,229.02,251.33,0.9112
2015-08-31,230.69,251.37,0.9177
2015-09-01,227.96,251.33,0.9070
2015-09-02,229.50,251.18,0.9137
2015-09-03,227.11,251.15,0.9043
2015-09-04,231.18,251.13,0.9206
2015-09-05,235.90,251.09,0.9395
2015-09-06,240.81,251.11,0.9590
2015-09-07,240.63,251.11,0.9583
2015-09-08,244.17,251.10,0.9724
2015-09-09,238.72,251.07,0.9508
2015-09-10,238.75,251.08,0.9509
2015-09-11,240.85,251.08,0.9592
2015-09-12,236.35,251.07,0.9414
2015-09-13,230.55,251.03,0.9184
2015-09-14,230.95,251.00,0.9201
2015-09-15,230.40,250.87,0.9184
2015-09-16,229.04,250.74,0.9135
2015-09-17,233.20,250.61,0.9305
2015-09-18,233.18,250.39,0.9312
2015-09-19,232.24,250.14,0.9284
2015-09-20,231.36,249.93,0.9257
2015-09-21,226.77,249.68,0.9083
2015-09-22,230.63,249.47,0.9245
2015-09-23,230.13,249.24,0.9233
2015-09-24,234.32,249.03,0.9409
2015-09-25,235.54,248.76,0.9469
2015-09-26,234.59,248.47,0.9441
2015-09-27,233.24,248.15,0.9399
2015-09-28,240.02,247.87,0.9683
2015-09-29,237.34,247.63,0.9584
2015-09-30,236.74,247.40,0.9569
2015-10-01,238.23,247.15,0.9639
2015-10-02,237.94,246.88,0.9638
2015-10-03,239.74,246.66,0.9719
2015-10-04,239.52,246.57,0.9714
2015-10-05,240.96,246.46,0.9777
2015-10-06,246.94,246.38,1.0023
2015-10-07,243.73,246.29,0.9896
2015-10-08,243.03,246.17,0.9873
2015-10-09,244.45,246.05,0.9935
2015-10-10,245.96,246.05,0.9996
2015-10-11,248.53,246.06,1.0100
2015-10-12,246.09,246.04,1.0002
2015-10-13,250.47,246.06,1.0179
2015-10-14,253.14,246.06,1.0288
2015-10-15,254.69,246.11,1.0349
2015-10-16,262.74,246.19,1.0672
2015-10-17,271.93,246.32,1.1040
2015-10-18,263.48,246.40,1.0693
2015-10-19,264.36,246.46,1.0726
2015-10-20,270.83,246.54,1.0985
2015-10-21,268.04,246.61,1.0869
2015-10-22,275.41,246.68,1.1165
2015-10-23,278.61,246.79,1.1289
2015-10-24,283.61,246.94,1.1485
2015-10-25,286.05,247.14,1.1575
2015-10-26,286.70,247.35,1.1591
2015-10-27,295.56,247.65,1.1935
2015-10-28,304.44,247.98,1.2277
2015-10-29,314.88,248.37,1.2678
2015-10-30,328.49,248.89,1.3198
2015-10-31,314.12,249.36,1.2597
2015-11-01,329.85,249.89,1.3200
2015-11-02,364.62,250.57,1.4551
2015-11-03,400.92,251.46,1.5944
2015-11-04,405.48,252.37,1.6067
2015-11-05,384.34,253.18,1.5181
2015-11-06,372.98,253.92,1.4689
2015-11-07,386.50,254.68,1.5176
2015-11-08,372.40,255.37,1.4583
2015-11-09,380.50,256.09,1.4858
2015-11-10,337.83,256.62,1.3164
2015-11-11,308.92,257.04,1.2019
2015-11-12,337.52,257.62,1.3101
2015-11-13,337.28,258.17,1.3064
2015-11-14,333.05,258.71,1.2873
2015-11-15,319.93,259.18,1.2344
2015-11-16,331.13,259.65,1.2753
2015-11-17,335.85,260.17,1.2909
2015-11-18,335.74,260.67,1.2880
2015-11-19,326.23,261.10,1.2495
2015-11-20,321.94,261.52,1.2311
2015-11-21,325.91,261.96,1.2441
2015-11-22,323.72,262.44,1.2335
2015-11-23,323.01,262.87,1.2288
2015-11-24,319.96,263.24,1.2155
2015-11-25,328.96,263.67,1.2476
2015-11-26,356.26,264.25,1.3482
2015-11-27,359.27,264.84,1.3566
2015-11-28,356.57,265.41,1.3435
2015-11-29,371.71,266.08,1.3970
2015-11-30,377.39,266.79,1.4146
2015-12-01,362.53,267.41,1.3557
2015-12-02,359.22,268.03,1.3402
2015-12-03,361.21,268.65,1.3445
2015-12-04,363.24,269.30,1.3488
2015-12-05,389.36,270.09,1.4416
2015-12-06,393.32,270.88,1.4520
2015-12-07,395.35,271.68,1.4552
2015-12-08,413.80,272.55,1.5182
2015-12-09,417.63,273.44,1.5273
2015-12-10,415.73,274.32,1.5155
2015-12-11,453.86,275.40,1.6480
2015-12-12,435.86,276.40,1.5769
2015-12-13,434.40,277.39,1.5661
2015-12-14,442.99,278.42,1.5911
2015-12-15,464.62,279.56,1.6620
2015-12-16,454.14,280.66,1.6181
2015-12-17,456.24,281.80,1.6190
2015-12-18,463.18,283.00,1.6367
2015-12-19,461.40,284.18,1.6236
2015-12-20,442.15,285.26,1.5500
2015-12-21,437.64,286.33,1.5284
2015-12-22,435.27,287.38,1.5146
2015-12-23,442.67,288.47,1.5345
2015-12-24,455.88,289.63,1.5740
2015-12-25,455.72,290.77,1.5673
2015-12-26,418.22,291.71,1.4337
2015-12-27,422.71,292.68,1.4442
2015-12-28,421.05,293.64,1.4339
2015-12-29,431.34,294.65,1.4639
2015-12-30,426.04,295.61,1.4412
2015-12-31,429.68,296.60,1.4487
2016-01-01,434.68,297.59,1.4607
2016-01-02,434.44,298.50,1.4554
2016-01-03,430.14,299.41,1.4366
2016-01-04,433.45,300.34,1.4432
2016-01-05,432.67,301.28,1.4361
2016-01-06,430.68,302.20,1.4251
2016-01-07,459.21,303.28,1.5142
2016-01-08,454.13,304.31,1.4923
2016-01-09,449.85,305.34,1.4733
2016-01-10,448.58,306.38,1.4641
2016-01-11,449.03,307.41,1.4607
2016-01-12,441.77,308.41,1.4324
2016-01-13,432.31,309.31,1.3977
2016-01-14,429.82,310.22,1.3856
2016-01-15,367.82,310.77,1.1836
2016-01-16,388.07,311.39,1.2462
2016-01-17,382.48,312.01,1.2258
2016-01-18,384.87,312.67,1.2309
2016-01-19,378.16,313.28,1.2071
2016-01-20,420.62,314.08,1.3392
2016-01-21,409.30,314.77,1.3003
2016-01-22,381.05,315.33,1.2084
2016-01-23,386.37,315.93,1.2230
2016-01-24,403.45,316.59,1.2744
2016-01-25,391.99,317.20,1.2358
2016-01-26,391.14,317.73,1.2311
2016-01-27,394.63,318.23,1.2401
2016-01-28,378.90,318.57,1.1894
2016-01-29,379.00,319.00,1.1881
2016-01-30,377.26,319.45,1.1810
2016-01-31,366.34,319.85,1.1454
2016-02-01,371.22,320.31,1.1589
2016-02-02,372.93,320.78,1.1626
2016-02-03,368.10,321.23,1.1459
2016-02-04,389.72,321.80,1.2111
2016-02-05,384.40,322.33,1.1926
2016-02-06,374.63,322.82,1.1605
2016-02-07,375.15,323.31,1.1604
2016-02-08,370.81,323.78,1.1453
2016-02-09,373.51,324.20,1.1521
2016-02-10,379.08,324.65,1.1677
2016-02-11,377.64,325.07,1.1617
2016-02-12,382.29,325.51,1.1745
2016-02-13,389.60,325.98,1.1952
2016-02-14,406.15,326.56,1.2437
2016-02-15,399.27,327.12,1.2206
2016-02-16,407.04,327.73,1.2420
2016-02-17,415.32,328.40,1.2647
2016-02-18,421.29,329.09,1.2802
2016-02-19,419.63,329.78,1.2725
2016-02-20,440.20,330.55,1.3317
2016-02-21,438.72,331.33,1.3241
2016-02-22,437.54,332.13,1.3174
2016-02-23,420.03,332.83,1.2620
2016-02-24,424.00,333.64,1.2708
2016-02-25,424.09,334.43,1.2681
2016-02-26,431.76,335.27,1.2878
2016-02-27,432.95,336.07,1.2883
2016-02-28,433.10,336.90,1.2856
2016-02-29,437.78,337.76,1.2961
2016-03-01,432.81,338.60,1.2782
2016-03-02,423.08,339.40,1.2465
2016-03-03,419.27,340.20,1.2324
2016-03-04,407.99,340.95,1.1966
2016-03-05,397.31,341.85,1.1622
2016-03-06,403.71,342.73,1.1779
2016-03-07,413.23,343.62,1.2026
2016-03-08,411.43,344.51,1.1942
2016-03-09,412.54,345.42,1.1943
2016-03-10,416.34,346.36,1.2020
2016-03-11,419.51,347.40,1.2076
2016-03-12,410.26,348.34,1.1778
2016-03-13,411.81,349.27,1.1791
2016-03-14,415.03,350.22,1.1851
2016-03-15,415.27,351.13,1.1827
2016-03-16,417.02,352.07,1.1845
2016-03-17,418.61,353.02,1.1858
2016-03-18,408.90,353.91,1.1554
2016-03-19,409.12,354.81,1.1531
2016-03-20,412.06,355.73,1.1584
2016-03-21,411.60,356.65,1.1541
2016-03-22,416.58,357.57,1.1650
2016-03-23,417.38,358.48,1.1643
2016-03-24,413.56,359.35,1.1509
2016-03-25,416.37,360.22,1.1559
2016-03-26,416.82,361.09,1.1544
2016-03-27,425.45,362.02,1.1752
2016-03-28,422.92,362.94,1.1652
2016-03-29,415.86,363.82,1.1431
2016-03-30,412.78,364.70,1.1318
2016-03-31,415.96,365.63,1.1377
2016-04-01,417.20,366.56,1.1382
2016-04-02,419.76,367.50,1.1422
2016-04-03,420.07,368.46,1.1401
2016-04-04,419.54,369.39,1.1358
2016-04-05,422.50,370.34,1.1409
2016-04-06,421.91,371.29,1.1363
2016-04-07,421.47,372.24,1.1323
2016-04-08,418.64,373.20,1.1218
2016-04-09,418.76,374.14,1.1193
2016-04-10,421.95,375.10,1.1249
2016-04-11,423.27,376.04,1.1256
2016-04-12,427.43,377.00,1.1338
2016-04-13,424.87,377.95,1.1241
2016-04-14,425.86,378.91,1.1239
2016-04-15,430.72,379.87,1.1339
2016-04-16,432.22,380.84,1.1349
2016-04-17,429.34,381.81,1.1245
2016-04-18,429.66,382.76,1.1225
2016-04-19,437.57,383.76,1.1402
2016-04-20,442.66,384.78,1.1504
2016-04-21,452.16,385.84,1.1719
2016-04-22,448.13,386.87,1.1583
2016-04-23,453.91,387.91,1.1702
2016-04-24,463.38,389.01,1.1912
2016-04-25,465.32,390.12,1.1928
2016-04-26,469.61,391.25,1.2003
2016-04-27,445.74,392.24,1.1364
2016-04-28,451.06,393.26,1.1470
2016-04-29,457.01,394.31,1.1590
2016-04-30,449.90,395.31,1.1381
2016-05-01,455.01,396.32,1.1481
2016-05-02,444.93,397.27,1.1200
2016-05-03,451.63,398.21,1.1341
2016-05-04,448.37,399.10,1.1235
2016-05-05,449.34,400.02,1.1233
2016-05-06,461.69,401.01,1.1513
2016-05-07,461.36,401.96,1.1478
2016-05-08,461.38,402.93,1.1451
2016-05-09,463.46,403.87,1.1475
2016-05-10,451.08,404.73,1.1145
2016-05-11,453.90,405.58,1.1191
2016-05-12,455.61,406.43,1.1210
